업소명;프랜차이즈명;시/도;군/구;읍/면/동;상세주소;전화번호
압구정메이드;;서울;강남구;신사동;572-1 지상1층; 050702784663
미스터존슨바베큐-강남점;;서울;강남구;논현동;233-4, 지하층1호; 050712935330
질할브로스-역삼점;;서울;강남구;역삼동;642-24 역삼하이츠빌딩 역삼하이츠빌딩;
질할브로스-역삼점;;서울;강남구;역삼동;642-24 역삼하이츠빌딩 역삼하이츠빌딩;
질할브로스-역삼점;;서울;강남구;역삼동;642-24 역삼하이츠빌딩 역삼하이츠빌딩;
노랑통닭-강남자곡점;;서울;강남구;자곡동;651 강남유탑유블레스 111-1호; 050718660937
가마로강정-한티점;가마로강정;서울;강남구;대치동;908 1층 6호; 050352849926
질할브로스-청담점;;서울;강남구;청담동;124-11;
질할브로스-청담점;;서울;강남구;청담동;124-11;
질할브로스-청담점;;서울;강남구;청담동;124-11;
설맥딜리버리-논현직영점;;서울;강남구;논현동;163-17 상당빌딩 101호; 050352855678
서울3대치킨계열사-논현점;;서울;강남구;논현동;230-18  102호; 050718641198
질할브로스-역삼점;;서울;강남구;역삼동;642-24 역삼하이츠빌딩 역삼하이츠빌딩;
세인트그릴;;서울;강남구;신사동;550-8 지상1층;
클랩피자-청담점;;서울;강남구;신사동;648-24 1층;
클랩피자-청담점;;서울;강남구;신사동;648-24 1층;
클랩피자-청담점;;서울;강남구;신사동;648-24 1층;
오토김밥-역삼직영점;;서울;강남구;역삼동;720-25 디오빌역삼 지상1층 108호;
노랑통닭-강남자곡점;노랑통닭;서울;강남구;자곡동;651 강남유탑유블레스 111-1호; 050718660937
모던통닭-일원점;모던통닭;서울;강남구;일원동;666-8 102호; 050352851961
꼬치의품격-서울선릉점;꼬치의품격;서울;강남구;대치동;894 지상1층 105호;
질할브로스-청담점;;서울;강남구;청담동;124-11;
교촌치킨-청담역점;교촌치킨;서울;강남구;청담동;73 진흥아파트 73 진흥아파트 아파트상가 지상1층 5호, 6호; 050352598238
KFC-대치동점;KFC;서울;강남구;대치동;987-20 서진빌딩; 050712922029
깐부치킨-대치사거리점;깐부치킨;서울;강남구;대치동;913-11 CMS S 1층; 050352966796
깐부치킨-일원점;깐부치킨;서울;강남구;일원동;687-1 1층; 050712976659
